id_osm,nom,adresse,ville,code_postal,departement,territoire,latitude,longitude,website,telephone,horaires,instagram,facebook,statut,notes_admin
12919278131,Mosquée Dar Al Arqam,5 Rue du Maquis,Strasbourg,67100,67,France metropolitaine,"48,5663559","7,7796611",,,,,,a verifier,
12919306546,Mosquée SALAM,Rue d'Ostwald,Strasbourg,67200,67,France metropolitaine,"48,5643694","7,706703",,,,,,a verifier,
12999106720,Mosquée Al-Amel,7 Rue Sir Alexander Fleming,Neuilly-Plaisance,93360,93,France metropolitaine,"48,8653022","2,5140517",,,,,,a verifier,
13048769818,Mosquée,12 Rue des Meuniers,Égly,91520,91,France metropolitaine,"48,5743027","2,2031905",,,,,,a verifier,
13089011496,Beyt'ou salam,14 Boulevard Victor Etienne,Loudéac,22600,22,France metropolitaine,"48,1725953","-2,7520783",,,,,,a verifier,
13174310979,Anwaar e Madina,27 Rue Etienne Marey,Paris,75020,75,France metropolitaine,"48,8678766","2,40551",,,,,,a verifier,
13197905084,Mosquée Bilal,3 Rue des Ferrandiniers,Saint-Étienne,42100,42,France metropolitaine,"45,4272418","4,3836175",,,,,,a verifier,
13245826216,Mosquée,13bis Avenue des Aulnes,Meulan-en-Yvelines,78250,78,France metropolitaine,"49,009173","1,9035671",,,,,,a verifier,
13252891738,Ibadat Khana Yassine,58 Rue Mazagran,Saint-Denis,97400,974,France metropolitaine,"-20,8904642","55,4549107",,,,,,a verifier,
13256503019,Mosquée,3 Rue Sébastien de Brossard,Meaux,77100,77,France metropolitaine,"48,9495557","2,8935914",,,,,,a verifier,
13288190534,Mosquée de l'Union des Musulmans de Carrières,120 Rue Jean-Joseph Thoyot,Carrières-sous-Poissy,78955,78,France metropolitaine,"48,9398966","2,0295833",,,,,,a verifier,
13321813404,Mosquée En Nasr,42 Rue Schwilgué,Mulhouse,68100,68,France metropolitaine,"47,7499412","7,3263958",https://mawaqit.net/en/mosquee-anassr-mulhouse-68200-france,,,,,a verifier,
13378888982,Ditib mosquée selimiye,221 avenue Jean Jaurès,Montfermeil,93370,93,France metropolitaine,"48,8984953","2,5478677",,,,,,a verifier,
13380932942,Mosquée,4 Place de la Porte de Strasbourg,Sélestat,67600,67,France metropolitaine,"48,2601946","7,4578894",,,,,,a verifier,
13401599301,mosquée,1 Rue François Villon,Arles,13200,13,France metropolitaine,"43,6757149","4,6347986",,,,,,a verifier,
13449000756,Mosquée,25 Rue du Pont,Souillac,46200,46,France metropolitaine,"44,8945517","1,4764621",,,,,,a verifier,
13481497009,Mosquée des louanges,47 Avenue des Hortensias,Montfermeil,93370,93,France metropolitaine,"48,9005032","2,5533969",,,,,,a verifier,
13618101857,Abou Bakr,45 Rue Henri Dunant,Creil,60100,60,France metropolitaine,"49,2508753","2,4675234",,,,,,a verifier,
34420358,Mosquée Emir Abd-El-Kader,22 Rue des Alpins,Annecy,74000,74,France metropolitaine,"45,9120155","6,1251955",https://www.annecy-mosquee.com/,,,,,a verifier,
35137655,Mosquée Turque de la Communauté Islamique du Milli Görüs,68 Avenue Jules Vallès,Grenoble,38100,38,France metropolitaine,"45,1804175","5,7501027",,,,,,a verifier,
35914119,Mosquée de Tours,20 Rue Lobin,Tours,37000,37,France metropolitaine,"47,3953785","0,7005199",,,,,,a verifier,
38155821,Mosquée Al-Ihsane,6 Rue Jean Lamour,Vandœuvre-lès-Nancy,54500,54,France metropolitaine,"48,6587981","6,1889452",http://amlor54.free.fr/,,,,,a verifier,
39689355,Mosquée Omar ibn Al Khattab,59 Rue Mermoz,Lille,59000,59,France metropolitaine,"50,629007","3,0256489",,,,,https://www.facebook.com/mosquee.desboisblancs/,a verifier,
40469207,Mosquée Al Fateh,57 Rue de la Tour des Pecheurs,Strasbourg,67000,67,France metropolitaine,"48,5830212","7,760909",,,,,,a verifier,
40524286,Mosquée,4 Impasse du Mai,Strasbourg,67000,67,France metropolitaine,"48,588148","7,7448804",,,,,,a verifier,
40802292,Mosquée Lumiere et Piété,191 Rue Thalès,Nîmes,30900,30,France metropolitaine,"43,8298023","4,3320544",,,,,,a verifier,
40985962,Mosquée AL IMANE,41 Boulevard de Nancy,Strasbourg,67000,67,France metropolitaine,"48,5820547","7,7320735",,,,,,a verifier,
41335223,Mosquée Abu Hurayra,54 Rue Abbé Grégoire,Grenoble,38000,38,France metropolitaine,"45,1861339","5,7121184",,,,,,a verifier,
42513367,Mosquée Assalam,25 Rue du Commandant Groix,Brest,29200,29,France metropolitaine,"48,4073621","-4,5010492",http://www.mosqueebrest.fr/,,,,,a verifier,
42520735,Mosquée Sunna,123 Rue de Gouesnou,Brest,29200,29,France metropolitaine,"48,4129122","-4,4679374",,,,,,a verifier,
42531760,Centre Culturel Musulman Al Madina,25 Rue Laennec,Brest,29200,29,France metropolitaine,"48,3934398","-4,4719492",http://a.almadinabrest.fr,,,,,a verifier,
42934659,Mosquée An-Nour,44 Rue Sainte-Anne,Nancy,54000,54,France metropolitaine,"48,6879288","6,1880911",https://mosquee-de-nancy.fr/,,,,,a verifier,
43104956,Mosquée de Saint-Dié-des-Vosges,28 Bis Rue 10ème Bataillon de Chasseurs,Saint-Dié-des-Vosges,88100,88,France metropolitaine,"48,2813978","6,9547812",,,,,,a verifier,
43328195,Mosquée Ibn Badis,15 Rue des Trembles,Grenoble,38100,38,France metropolitaine,"45,1658396","5,7294449",,,,,,a verifier,
43658347,Mosquée (Association Semerkand),6 Rue Saglio,Strasbourg,67100,67,France metropolitaine,"48,555887","7,7422212",,,,,,a verifier,
43729456,Mosquée de Pont-de-Beauvoisin,Place des Anciennes Casernes,Le Pont-de-Beauvoisin,38480,38,France metropolitaine,"45,535646","5,672051",,,,,,a verifier,
44460457,Mosquée,11 Bis Rue de l'Esprit,Aulnay-sous-Bois,93600,93,France metropolitaine,"48,9499377","2,4966883",,,,,,a verifier,
44531906,Moquée de Bisccheim,7 Rue nationale,Bischheim,67800,67,France metropolitaine,"48,614162","7,755078",,,,,,a verifier,"L’adresse (9 rue Nationale) est bonne, mais pas sûr que c’est ce bâtiment (c’est dans ce passage en tout cas)."
47614263,Mosquée Al-Amal,9 Avenue de Paris,Colmar,68000,68,France metropolitaine,"48,0778561","7,3332638",,,,,,a verifier,
47933763,Mosquée Masjid Al-Barraka,8 Quartier Salave de Bise,Saint-Laurent-en-Grandvaux,39150,39,France metropolitaine,"46,5768711","5,9461848",,,,,,a verifier,
48299281,Mosque Al Ihsane Strasbourg,10 Rue Coulaux,Strasbourg,67000,67,France metropolitaine,"48,5731674","7,7940981",https://mosquee-alihsane.fr,,,,,a verifier,
49902649,Association socioculturelle des peuples européens,1 Rue de la Fecht,Colmar,68000,68,France metropolitaine,"48,0854691","7,3571349",,,,,,a verifier,
49906396,Communauté islamique du Milli Görüs,22 Rue des Gravières,Colmar,68000,68,France metropolitaine,"48,0915896","7,3529454",,,,,,a verifier,
50402914,Mosquée Sahaba,4 Rue Jean Gabin,Créteil,94000,94,France metropolitaine,"48,7813956","2,4460465",https://mosquee-sahaba.fr/,,,,,a verifier,
51811974,Association Sportive et Culturelle de la Jeunesse Turque de Colmar,2 Rue de Guebwiller,Colmar,68000,68,France metropolitaine,"48,0779997","7,3410594",,,,,,a verifier,
52024563,Mosquée Ennassiha,29 Rue de la Poudrière,Colmar,68000,68,France metropolitaine,"48,0842061","7,3309777",,,,,,a verifier,
54370215,Mosquée Salman Al-Farissi,17 Allée Goya,Le Mans,72100,72,France metropolitaine,"47,975692","0,213919",,,,,,a verifier,
56535136,Mosquée Ibrahim Al-Khalil,162 Avenue Nd de Santa Cruz,Nîmes,30000,30,France metropolitaine,"43,8565512","4,3964709",,,,,,a verifier,
58307709,Mosquée EN-Nour,6 Rue Clément Desormes,Dijon,21000,21,France metropolitaine,"47,3374348","5,0638388",,,,,,a verifier,
59123269,Mosquée de Moissac,4 Rue des Artisans,Moissac,82200,82,France metropolitaine,"44,0986112","1,1008777",,,,,,a verifier,
61425631,Mosquée de Teisseire,9 Avenue Paul Cocat,Grenoble,38100,38,France metropolitaine,"45,1713967","5,7431678",,,,,,a verifier,
61996477,Mosquée d'Arcueil,81 Avenue François Vincent Raspail,Arcueil,94110,94,France metropolitaine,"48,8077865","2,3412464",http://www.mosquee-arcueil.fr/,+33 6 24 10 18 93,,,,a verifier,
62078719,Mosquée Tawhid,21 Rue Gramat,Toulouse,31000,31,France metropolitaine,"43,6098535","1,4403596",,,,,,a verifier,
62340578,Mosquée Es-salem,162 Rue Baraban,Lyon,69003,69,France metropolitaine,"45,7552459","4,8668439",,+33 4 78539366,,,,a verifier,
62347595,Mosquée Badr Eddine,146 Boulevard Pinel,Lyon,69008,69,France metropolitaine,"45,7368392","4,890131",,,,,,a verifier,
62351701,Mosquée El-Houda,15 bis Rue Jules Froment,Lyon,69008,69,France metropolitaine,"45,7279935","4,8860143",,+33 4 78 75 61 47,,,,a verifier,
62393895,Association d'Unification Islamique,19 Rue Edouard Manet,Villeneuve-la-Garenne,92390,92,France metropolitaine,"48,9339689","2,3315499",,,,,,a verifier,
62573199,Association Musulmane des Pyrénées-Atlantiques,59 Rue Saint-Pierre,Orthez,64300,64,France metropolitaine,"43,4912461","-0,7770037",,,,,,a verifier,
62630386,Mosquée Khadija,2 Place Corot,Auxerre,89000,89,France metropolitaine,"47,8005178","3,5478243",,,,,,a verifier,
62732382,Mosquée de Lunel,118 Chemin de la Vidourlenque,Lunel,34400,34,France metropolitaine,"43,6815972","4,1453315",http://www.mosquee-lunel.com,+33 4 67 64 37 65,,,,a verifier,
62882886,Mosquée de Pau,130 Avenue des Lilas,Pau,64000,64,France metropolitaine,"43,3169913","-0,3390542",,,,,,a verifier,
63212789,Salle de Prière La Villette,7 Rue de Lorraine,Paris,75019,75,France metropolitaine,"48,884785","2,3838436",,,,,,a verifier,
63300316,Mosquée El-Fattah,12 Rue Calixte Ploton,Saint-Etienne,42000,42,France metropolitaine,"45,435064","4,3755321",,,,,,a verifier,
63326227,Grande Mosquée Mohammed VI de Saint-Étienne,64 Rue Docteur Henri et Bernard Muller,Saint-Étienne,42000,42,France metropolitaine,"45,4506303","4,3990505",,,,,,a verifier,
63431985,Centre Culturel Musulman,11 Rue des Frères Kegels,Sannois,95110,95,France metropolitaine,"48,979602","2,2381877",,,,,,a verifier,
63638391,Mosquée Omar bn El Khattab,79 Rue Jean-Pierre Timbaud,Paris,75011,75,France metropolitaine,"48,8679659","2,3772772",,,,,,a verifier,
63655614,Mosquée Falah,58 Rue Etienne Dolet,Cachan,94230,94,France metropolitaine,"48,7947944","2,3392937",,,,,,a verifier,
63851536,Mosquée,2B Avenue de Lasseube,Oloron-Sainte-Marie,64400,64,France metropolitaine,"43,195216","-0,6041817",,,,,,a verifier,
63963553,Mosquée,3 Rue Poissonnière,Gennevilliers,92230,92,France metropolitaine,"48,9133559","2,2971147",,,,,,a verifier,
63968927,Grande Mosquée de Toulouse,22 Rue Jean Lebas,Toulouse,31400,31,France metropolitaine,"43,5745914","1,4386508",,,,,,a verifier,
64248636,Mosquée,38 Rue de l'Estabournie,Tulle,19000,19,France metropolitaine,"45,2618909","1,7545891",,,,,,a verifier,
64412234,Mosquée,111 Rue Youri Gagarine,Villejuif,94800,94,France metropolitaine,"48,781816","2,3571728",,,,,,a verifier,
64420620,Mosquée,111 Rue Youri Gagarine,Villejuif,94800,94,France metropolitaine,"48,7817352","2,3571994",,,,,,a verifier,
64489946,Mosquée Kouba,11 Rue de Saint-Paul,Le Port,97420,974,France metropolitaine,"-20,9361508","55,2904441",,,,,,a verifier,
64665950,El Mouhsinin,12 Rue le Verrier,Rouen,76000,76,France metropolitaine,"49,4544946","1,1413986",,,,,,a verifier,
64790253,Mosquée Kheir-Ul-Masadid,22 Rue Jeanne d'Arc,Le Port,97420,974,France metropolitaine,"-20,9371165","55,2923143",,,,,,a verifier,
64930572,Mosquée El Oulfa,31 Rue Camille Roy,Lyon,69007,69,France metropolitaine,"45,7457844","4,8502008",,,,,,a verifier,
65036038,Mosquée El Kaouthar,2 Rue du Nouveau Monde,Rouen,76100,76,France metropolitaine,"49,4298624","1,0712826",http://mosquee-de-rouen.org,,,,,a verifier,
65087881,Mosquée Al Fath,197 Avenue du Général Charles de Gaulle,Bourges,18000,18,France metropolitaine,"47,1060578","2,4106511",,,,,,a verifier,
65113873,Association Culturelle et Islamique des Turques de la Sarthe,39 Rue du Docteur Calmette,Le Mans,72100,72,France metropolitaine,"47,9689657","0,2032159",,,,,,a verifier,
65291112,Mosquée d'Agen,49 Rue Jourdain,Agen,47000,47,France metropolitaine,"44,2046481","0,6411669",,,,,,a verifier,
65474715,Mosquée de la Paix,64 Rue Jeanne d'Albret,Auch,32000,32,France metropolitaine,"43,6325574","0,5945951",,,,,,a verifier,
65530100,Mosquée,11 Rue de la Société Vinicole,Cognac,16100,16,France metropolitaine,"45,6896073","-0,3309359",,,,,,a verifier,
65565438,Masjid AsSunna,227 Rue de la Bertinière,Le Mans,72100,72,France metropolitaine,"47,9921197","0,2160664",,,,,,a verifier,
65613178,Mosquée Chafeite,7 Rue Charles de Foucault,Le Port,97420,974,France metropolitaine,"-20,936358","55,2944351",,,,,,a verifier,
65659742,La Mosquée,12 Rue Lamartine,Saint-Dizier,52100,52,France metropolitaine,"48,6403078","4,9491733",,,,,,a verifier,
66167931,Mosquée,57 Route Nationale 2,Bras-Panon,97412,974,France metropolitaine,"-20,9963682","55,6790831",,,,,,a verifier,
66503435,Mosquée de Mende,18 Avenue des Gorges du Tarn,Mende,48000,48,France metropolitaine,"44,5167292","3,4892155",,,24/7,,https://www.facebook.com/<nom-de-la-page>,a verifier,
66651709,Mosquée Khaled ibn El Walid,115 Impasse Honoré Petetin,Givors,69700,69,France metropolitaine,"45,5952046","4,7737359",,,,,,a verifier,
66736449,Mosquée Assalam,327 Boulevard Étienne Clémentel,Clermont-Ferrand,63100,63,France metropolitaine,"45,8153376","3,1087077",,,,,,a verifier,
67106440,Association Saintaise du Culte Musulman,2 Rue Montplaisir,Saintes,17100,17,France metropolitaine,"45,7406666","-0,6176894",,,,,,a verifier,
67330457,Grande Mosquée de Clermont,15 Rue du Docteur Nivet,Clermont-Ferrand,63100,63,France metropolitaine,"45,7870537","3,0939651",,,,,,a verifier,
67483216,Association Musulmane de Pierre Bénite,164 Rue des Martyrs de la Libération,Oullins-Pierre-Bénite,69310,69,France metropolitaine,"45,6998497","4,8246312",,,,,,a verifier,
67644378,Attâyab-ul-Massâdid,27 Rue Pierre Raymond Hoarau,Saint-Pierre,97410,974,France metropolitaine,"-21,3417494","55,4768475",,,,,,a verifier,
67647609,Mosquée Attâyab-ul-Massâdid,43 Rue Francois de Mahy,Saint-Pierre,97410,974,France metropolitaine,"-21,3398303","55,4751682",,,,,,a verifier,
67697495,Mosquée,22 Rue des Récolettes,Marseille,13001,13,France metropolitaine,"43,2973674","5,3779533",,,,,,a verifier,
67708159,Mosquée Tahara,6 Rue de l'Académie,Marseille,13001,13,France metropolitaine,"43,2952027","5,3803694",,,,,,a verifier,
67711100,Mosquée Al-Wahda,387 Rue Faidherbe,Jeumont,59460,59,France metropolitaine,"50,2961048","4,1072949",,,,,,a verifier,
67716436,Mosquée Khalid Ibn Al Walid,24 Rue Malaval,Marseille,13002,13,France metropolitaine,"43,3048393","5,3718654",,,,,,a verifier,
67772253,Mosquée Essalam,24 Rue Jean Baptiste Lafosse,Laval,53000,53,France metropolitaine,"48,0810114","-0,7390789",,,,,,a verifier,
67949236,El Rahma,18 Avenue de Zelzate,Aubenas,7200,7,France metropolitaine,"44,6215574","4,379485",,,,,,a verifier,
68058246,Mosquée Le Rappel,17 Avenue du Châtaignier,Antibes,6600,6,France metropolitaine,"43,5807764","7,1130767",http://www.umam06.com/mosquee-le-rappel-antibes.html,,,,,a verifier,
68687894,Mosquée de la Guidance,61 Rue de la Menuiserie,Millau,12100,12,France metropolitaine,"44,1051201","3,0735306",,,,,,a verifier,
69516113,Mosquée de Toul,2 Rue de Verdun,Toul,54200,54,France metropolitaine,"48,6859137","5,8986333",http://mosqueedetoul.fr/,,,,,a verifier,
69738698,Mosquée de Decazeville,98 Route du Collège,Decazeville,12300,12,France metropolitaine,"44,5704596","2,2560146",,,,,,a verifier,
69783462,Mosquée de Fréjus,550 Rue Marcel Pagnol,Fréjus,83600,83,France metropolitaine,"43,4322349","6,761526",,,,,,a verifier,
69841657,Mosquée Badr,38 Avenue de Pasly,Soissons,2200,2,France metropolitaine,"49,3892586","3,3125786",,,,,,a verifier,
69977587,Mosquée al-Fateh,225 Avenue Laennec,Hem,59510,59,France metropolitaine,"50,6669593","3,1949894",http://mosquee-de-hem.fr/,,,,,a verifier,
70325235,Mosquée de Guebwiller,8 Rue du Général de Gaulle,Guebwiller,68500,68,France metropolitaine,"47,9092112","7,2152037",,,,,,a verifier,
70345133,Mosquée Al Ihsan d'Argenteuil,2 Boulevard de la Résistance,Argenteuil,95100,95,France metropolitaine,"48,952204","2,2348149",,,,,,a verifier,
70474666,Mosquée Yahia,1 C Rue Georges Guynemer,Saint-Étienne-du-Rouvray,76800,76,France metropolitaine,"49,3992402","1,075424",,+33 2 35 64 62 23,,,,a verifier,
70551607,Grande Mosquée de Limoges,49 Rue Émile Zola,Limoges,87100,87,France metropolitaine,"45,8461501","1,2622198",,,,,,a verifier,
70785311,Mosquée d'Asnières,25 Rue de l'Abbé Lemire,Asnières-sur-Seine,92600,92,France metropolitaine,"48,9255385","2,2792899",,,,,,a verifier,
70882714,Mosquée,25 Rue du Pont Féron,Flers,61100,61,France metropolitaine,"48,7403994","-0,5608414",,,,,,a verifier,
71137011,Mosquée Essalam,Avenue du 8 Mai 1945,Le Havre,76610,76,France metropolitaine,"49,5145597","0,1654059",,,,,,a verifier,
71342490,Mosquée de Palaiseau,11 Rue Salvador Allende,Palaiseau,91120,91,France metropolitaine,"48,7113925","2,2604811",,,,,,a verifier,
71474766,Mosquée,17 Rue Leon Bassieres,Cayenne,97300,973,France metropolitaine,"4,9343001","-52,3202347",,,,,,a verifier,
71717645,Mosquée de Clamart,298 Avenue du Général de Gaulle,Clamart,92140,92,France metropolitaine,"48,7857203","2,2510879",,,,,,a verifier,
71906042,Mosquée Es-Sunna,7 Rue Élisée Reclus,Besançon,25000,25,France metropolitaine,"47,2611323","6,0116054",,+33 3 81 53 25 27,,,,a verifier,
72367199,Mosquée Al-Fath,29 Rue Clément Marot,Besançon,25000,25,France metropolitaine,"47,2138672","5,9639918",,+33 3 81 65 63 77,,,,a verifier,
72368185,Mosquée,13 Rue Guillaume Apollinaire,Besançon,25000,25,France metropolitaine,"47,2132374","5,9473487",,,,,,a verifier,
72606162,Mosquée,21bis Rue de Chaillot,Besançon,25000,25,France metropolitaine,"47,2507502","6,0134995",,,,,,a verifier,
72762951,Mosquée Turque,40 Rue Jules Guesde,Migennes,89400,89,France metropolitaine,"47,9708614","3,52504",,,,,,a verifier,
72892225,Mosquée,82 Rue Jean Berthelin,Troyes,10000,10,France metropolitaine,"48,2723478","4,0801898",,,,,,a verifier,
72916256,EL Fath,92 Rue des Marots,Troyes,10000,10,France metropolitaine,"48,3075536","4,0452477",,,,,,a verifier,
73101582,Mosquée Badr,2 Rue des Vallots,Louviers,27400,27,France metropolitaine,"49,2045503","1,1499723",,,,,,a verifier,
73114961,Assoc Ligue amicale des cultures et de recherche scientifique,22 bis Rue Gabrielle Josserand,Pantin,93500,93,France metropolitaine,"48,9039706","2,3950487",,,,,,a verifier,
73130720,Hamza,4 Place de Soest,Troyes,10000,10,France metropolitaine,"48,3025465","4,0964086",,,,,,a verifier,
73136505,Imam Ali,42 Rue Charles Gros,Troyes,10000,10,France metropolitaine,"48,2962737","4,0781268",,,,,,a verifier,
73758069,Mosquée de Pont-Saint-Esprit,19 Rue Joliot Curie,Pont-Saint-Esprit,30130,30,France metropolitaine,"44,2553674","4,6498298",,,,,,a verifier,
74249521,Mosquée As-Salam,1 Impasse de Londres,Toulouse,31100,31,France metropolitaine,"43,5686439","1,4093256",,,,,,a verifier,
74252135,Mosquée turque,4 Rue Emile Baudot,Toulouse,31100,31,France metropolitaine,"43,5721599","1,4090417",,,,,,a verifier,
74292525,Mosquée Aicha,4832 Rue de la Jeune Parque,Montpellier,34070,34,France metropolitaine,"43,5818773","3,8681589",,,,,,a verifier,
74340222,aslamin,4 Rue de l'Argoat,Guerlédan,22530,22,France metropolitaine,"48,2031758","-2,9912497",,,,,,a verifier,
74405062,Essalam,37ter Boulevard Gambetta,Montélimar,26200,26,France metropolitaine,"44,5518089","4,7207517",,,,,,a verifier,
74627120,Centre socio-culturel des Musulmans de Versailles,31 Rue Jean Mermoz,Versailles,78000,78,France metropolitaine,"48,7959103","2,1395452",,,,,,a verifier,
74798847,Mosquée,41 Quai du Clos des Roses,Compiègne,60200,60,France metropolitaine,"49,4114762","2,8016284",,,,,,a verifier,
74803167,Mosquée As-Salam,51 Rue Turgot,Aulnoye-Aymeries,59620,59,France metropolitaine,"50,1961602","3,8396381",http://mosqueeaulnoye.fr/,,,,,a verifier,
74895938,Mosquée Al Wifaq,1 Rue Jacquard,Mons-en-Barœul,59370,59,France metropolitaine,"50,6348668","3,1076133",http://www.mosqueemons.fr/,+33 3 20 33 42 33,,,,a verifier,
75042405,Mosquée Amah,5 Rue de Lodi,Le Havre,76600,76,France metropolitaine,"49,4931912","0,142531",,,,,,a verifier,
75067830,Mosquée Al'Ihsane,7 Chemin de la Plaine,Colomiers,31770,31,France metropolitaine,"43,5957135","1,2984573",https://mosqueedecolomiers.com,+33 5 61 30 26 50,,,,a verifier,
75398222,Mosquée En-Nour,4 Rue Bernard de Tréviers,Montpellier,34000,34,France metropolitaine,"43,6055784","3,8694941",,,,,,a verifier,
76003418,Mosquée Avicenne,272 Avenue Paul Bringuier,Montpellier,34080,34,France metropolitaine,"43,6145698","3,8389225",,,,,,a verifier,
76332365,Mosquée,64 Chemin des Izards,Toulouse,31200,31,France metropolitaine,"43,6415814","1,4447645",,,,,,a verifier,
76343859,Mosquée,22 Rue de la Tuilerie,Vendôme,41100,41,France metropolitaine,"47,8077024","1,0687049",,,,,,a verifier,
76396472,Mosquée Fath,11 Rue de Calais,Dunkerque,59140,59,France metropolitaine,"51,0284961","2,3698491",http://islamdunkerquois.org/,,,,,a verifier,
76399503,Mosquée Omar Farouq,48 Rue Caumartin,Dunkerque,59140,59,France metropolitaine,"51,0315476","2,3808033",http://islamdunkerquois.org/,,,,,a verifier,
76401975,Mosquée Sounnah,369 Rue du Kruysbellaert,Dunkerque,59640,59,France metropolitaine,"51,0210877","2,3206508",http://masjidsounnah.free.fr/,,,,,a verifier,
76406917,Mosquée Eyup Sultan,3440 Avenue de Petite-Synthe,Dunkerque,59640,59,France metropolitaine,"51,0190295","2,3253653",https://sites.google.com/site/acsctdunkerque/,,,,,a verifier,
76409553,Mosquée Abou Dhar Al Ghifari,2 Rue de l'Industrie,Dunkerque,59140,59,France metropolitaine,"51,0293573","2,3807887",http://islamdunkerquois.org/,,,,,a verifier,
76696504,Mosquée Okba,329 Avenue de la République,Nanterre,92000,92,France metropolitaine,"48,9094581","2,2166587",,,,,,a verifier,
77491833,Centre Islamique de Villeneuve d'Ascq,Rue Baudouin IX,Villeneuve-d'Ascq,59650,59,France metropolitaine,"50,6256087","3,1364553",http://mosqueedevilleneuvedascq.fr/,+33 3 20 19 46 14,,,,a verifier,
77494312,Mosquée Es-Salam,68 Rue Jean Jaurès,Lille,59000,59,France metropolitaine,"50,6205452","3,0744717",,,,,,a verifier,
77572384,Mosquée Salman Al Farissi,32 Rue du Bus,Tourcoing,59200,59,France metropolitaine,"50,7272156","3,1606923",,+33 3 20 25 41 72,,,,a verifier,
77630593,Mosquée,39 Avenue Gaston Monmousseau,Stains,93240,93,France metropolitaine,"48,9506037","2,3920534",,,,,,a verifier,
77784343,Al Hidjra,1 Avenue Jules Guesde,Montluçon,3100,3,France metropolitaine,"46,3421621","2,5897518",,,,,,a verifier,
78095120,Mosquée De Saint-Brieuc,4 Rue de Gernugan,Saint-Brieuc,22000,22,France metropolitaine,"48,5154087","-2,7444097",,,,,,a verifier,
78156942,Mosquée de Miribel,Rue de la Paix,Miribel,1700,1,France metropolitaine,"45,8293909","4,9696689",,,,,,a verifier,
78416671,Mosquée,19 Avenue Roger Salengro,Tourcoing,59200,59,France metropolitaine,"50,7385098","3,1809231",,,,,,a verifier,
78417045,Mosquée Othman Ibn 'Afane,313 Rue Colbert,Tourcoing,59200,59,France metropolitaine,"50,7362169","3,1837401",,,,,,a verifier,
78454420,Mosquée,23B Rue d'Épinay,Colombes,92700,92,France metropolitaine,"48,930385","2,2688497",,,,,,a verifier,
78536514,Mosquée d'Orange,258 Rue des Tanneurs,Orange,84100,84,France metropolitaine,"44,1384468","4,8037307",,,,,,a verifier,
79062681,Mosquée Ibn Taymiyya,59 Rue du Clinquet,Tourcoing,59200,59,France metropolitaine,"50,7230876","3,1416093",,+33 3 20 03 82 33,,,,a verifier,
79147500,Mosquée An Nour,40 Rue Jean Jacques Rousseau,Ivry-sur-Seine,94200,94,France metropolitaine,"48,8172877","2,3936138",,,,,,a verifier,
79174102,Mosquée,2 Allée Garibaldi,Belfort,90000,90,France metropolitaine,"47,6386321","6,8682883",,,,,,a verifier,
79229490,Mosquée de Saint-Fons,7 Rue Claudius Thirard,Saint-Fons,69190,69,France metropolitaine,"45,7087692","4,8594422",,,,,,a verifier,
79364782,Mosquée de Libourne,11 Bis Rue du Général de Monsabert,Libourne,33500,33,France metropolitaine,"44,9153508","-0,2222616",,,,,,a verifier,
79517648,Mosquée Abou Bakr Essedik,63 Rue Franklin,Roubaix,59100,59,France metropolitaine,"50,6899156","3,1903214",http://www.essedik.fr/,,,,,a verifier,
79532920,Mosquée Bilal,229 Rue de l'Épeule,Roubaix,59100,59,France metropolitaine,"50,6866009","3,1588338",http://mosqueebilalroubaix.com/,+33 3 20 45 90 04,,,,a verifier,
79762669,Mosquée Kuba,6 Rue François Lebleu,Belfort,90000,90,France metropolitaine,"47,6335112","6,8625266",,,,,,a verifier,
80136907,Association cultuelle musulmane de la Potennerie,32 Rue des Trente,Roubaix,59100,59,France metropolitaine,"50,6828449","3,1865349",,,,,,a verifier,
80146908,Mosquée Arrahma,131 Rue d'Anzin,Tourcoing,59200,59,France metropolitaine,"50,689055","3,2029235",,,,,,a verifier,
80288796,Mosquée Sunna,81 Rue Président Salvador Allende,Vénissieux,69200,69,France metropolitaine,"45,6969685","4,9007026",,,,,,a verifier,
80388554,Mosquée,1 Rue Claude Debussy,Vénissieux,69200,69,France metropolitaine,"45,699463","4,8719985",,,,,,a verifier,
80389590,Mosquée Al Forqane,28 Rue du 19 Mars 1962,Vénissieux,69200,69,France metropolitaine,"45,701325","4,8634946",,,,,,a verifier,
80658365,Moubarak Mosquée,52-54 Rue Louis et Gérald Donzelle,Saint-Prix,95390,95,France metropolitaine,"49,0117683","2,2584965",,,,,,a verifier,
80682341,Mosquée,176 Avenue de Verdun,Dole,39100,39,France metropolitaine,"47,0754952","5,4648176",,,,,,a verifier,
80734731,Ass salafi Fajr al nida,1 Square des Hautes Ourmes,Rennes,35200,35,France metropolitaine,"48,0878797","-1,6493948",,,,,,a verifier,
80742079,Centre Culturel Islamique du Blosne,17 Boulevard du Portugal,Rennes,35200,35,France metropolitaine,"48,0839281","-1,6679934",,,,,,a verifier,
80825980,Mosquée DITIB Les Abrets-en-Dauphiné,761 Route Nationale 75,Les Abrets en Dauphiné,38490,38,France metropolitaine,"45,5505108","5,5739417",,,,,,a verifier,
80860987,Centre culturel islamique,1 Rue Pierre Sémard,Rennes,35000,35,France metropolitaine,"48,0939314","-1,653858",,,,,,a verifier,
